daycon-xgb-gpu  | ==========
daycon-xgb-gpu  | == CUDA ==
daycon-xgb-gpu  | ==========
daycon-xgb-gpu  | 
daycon-xgb-gpu  | CUDA Version 12.8.1
daycon-xgb-gpu  | 
daycon-xgb-gpu  | Container image Copyright (c) 2016-2023, NVIDIA CORPORATION & AFFILIATES. All rights reserved.
daycon-xgb-gpu  | 
daycon-xgb-gpu  | This container image and its contents are governed by the NVIDIA Deep Learning Container License.
daycon-xgb-gpu  | By pulling and using the container, you accept the terms and conditions of this license:
daycon-xgb-gpu  | https://developer.nvidia.com/ngc/nvidia-deep-learning-container-license
daycon-xgb-gpu  | 
daycon-xgb-gpu  | A copy of this license is made available in this container at /NGC-DL-CONTAINER-LICENSE for your convenience.
daycon-xgb-gpu  | 
daycon-xgb-gpu  | CatBoost not installed — skipping CAT model
daycon-xgb-gpu  | train (250000, 108), test (50000, 107)
daycon-xgb-gpu  | Layout clusters: 20 clusters for 300 layouts
daycon-xgb-gpu  | Scenario context features added: ~60
daycon-xgb-gpu  | Timeslot rank features added
daycon-xgb-gpu  | after FE: train (250000, 249), test (50000, 248)
daycon-xgb-gpu  | features: 247
daycon-xgb-gpu  | features after TE: 253
daycon-xgb-gpu  | encoded cat cols: ['layout_id', 'scenario_id', 'layout_type', 'layout_cluster']
daycon-xgb-gpu  | 
daycon-xgb-gpu  | === XGBoost Optuna ===
daycon-xgb-gpu  |   Trial   0 | MAE=8.906548 | best=8.906548
daycon-xgb-gpu  | [1800]        validation_0-mae:0.94172
daycon-xgb-gpu  | [1900]        validation_0-mae:0.94167
daycon-xgb-gpu  | [2000]        validation_0-mae:0.94163
daycon-xgb-gpu  | [2052]        validation_0-mae:0.94159
daycon-xgb-gpu  |   Fold 3 MAE: 8.986900
daycon-xgb-gpu  | [0]   validation_0-mae:1.72831
daycon-xgb-gpu  | [100] validation_0-mae:1.29496
daycon-xgb-gpu  | [200] validation_0-mae:1.09342
daycon-xgb-gpu  | [300] validation_0-mae:1.01111
daycon-xgb-gpu  | [400] validation_0-mae:0.97852
daycon-xgb-gpu  | [500] validation_0-mae:0.96569
daycon-xgb-gpu  | [600] validation_0-mae:0.96005
daycon-xgb-gpu  | [700] validation_0-mae:0.95735
daycon-xgb-gpu  | [800] validation_0-mae:0.95578
daycon-xgb-gpu  | [900] validation_0-mae:0.95526
daycon-xgb-gpu  | [1000]        validation_0-mae:0.95499
daycon-xgb-gpu  | [1100]        validation_0-mae:0.95473
daycon-xgb-gpu  | [1200]        validation_0-mae:0.95448
daycon-xgb-gpu  | [1300]        validation_0-mae:0.95439
daycon-xgb-gpu  | [1400]        validation_0-mae:0.95394
daycon-xgb-gpu  | [1500]        validation_0-mae:0.95380
daycon-xgb-gpu  | [1600]        validation_0-mae:0.95365
daycon-xgb-gpu  | [1700]        validation_0-mae:0.95343
daycon-xgb-gpu  | [1800]        validation_0-mae:0.95333
daycon-xgb-gpu  | [1900]        validation_0-mae:0.95336
daycon-xgb-gpu  | [1903]        validation_0-mae:0.95336
daycon-xgb-gpu  |   Fold 4 MAE: 9.049381
daycon-xgb-gpu  | [0]   validation_0-mae:1.73957
daycon-xgb-gpu  | [100] validation_0-mae:1.30699
daycon-xgb-gpu  | [200] validation_0-mae:1.10295
daycon-xgb-gpu  | [300] validation_0-mae:1.01600
daycon-xgb-gpu  | [400] validation_0-mae:0.98117
daycon-xgb-gpu  | [500] validation_0-mae:0.96667
daycon-xgb-gpu  | [600] validation_0-mae:0.95984
daycon-xgb-gpu  | [700] validation_0-mae:0.95588
daycon-xgb-gpu  | [800] validation_0-mae:0.95382
daycon-xgb-gpu  | [900] validation_0-mae:0.95265
daycon-xgb-gpu  | [1000]        validation_0-mae:0.95204
daycon-xgb-gpu  | [1100]        validation_0-mae:0.95145
daycon-xgb-gpu  | [1200]        validation_0-mae:0.95087
daycon-xgb-gpu  | [1300]        validation_0-mae:0.95049
daycon-xgb-gpu  | [1400]        validation_0-mae:0.95004
daycon-xgb-gpu  | [1500]        validation_0-mae:0.94954
daycon-xgb-gpu  | [1600]        validation_0-mae:0.94916
daycon-xgb-gpu  | [1700]        validation_0-mae:0.94876
daycon-xgb-gpu  | [1800]        validation_0-mae:0.94860
daycon-xgb-gpu  | [1900]        validation_0-mae:0.94833
daycon-xgb-gpu  | [2000]        validation_0-mae:0.94799
daycon-xgb-gpu  | [2100]        validation_0-mae:0.94778
daycon-xgb-gpu  | [2200]        validation_0-mae:0.94761
daycon-xgb-gpu  | [2300]        validation_0-mae:0.94753
daycon-xgb-gpu  | [2400]        validation_0-mae:0.94754
daycon-xgb-gpu  | [2500]        validation_0-mae:0.94742
daycon-xgb-gpu  | [2600]        validation_0-mae:0.94711
daycon-xgb-gpu  | [2700]        validation_0-mae:0.94700
daycon-xgb-gpu  | [2800]        validation_0-mae:0.94690
daycon-xgb-gpu  | [2900]        validation_0-mae:0.94683
daycon-xgb-gpu  | [3000]        validation_0-mae:0.94673
daycon-xgb-gpu  | [3100]        validation_0-mae:0.94656
daycon-xgb-gpu  | [3200]        validation_0-mae:0.94653
daycon-xgb-gpu  | [3300]        validation_0-mae:0.94649
daycon-xgb-gpu  | [3400]        validation_0-mae:0.94641
daycon-xgb-gpu  | [3499]        validation_0-mae:0.94642
daycon-xgb-gpu  |   Fold 5 MAE: 9.067817
daycon-xgb-gpu  |   CV MAE: 8.883749  RMSE: 22.685814
daycon-xgb-gpu  | 
daycon-xgb-gpu  |   [Seed 123] CV MAE: 8.883749
daycon-xgb-gpu  | [0]   validation_0-mae:1.69946
daycon-xgb-gpu  | [100] validation_0-mae:1.27615
daycon-xgb-gpu  | [200] validation_0-mae:1.07698
daycon-xgb-gpu  | [300] validation_0-mae:0.99319
daycon-xgb-gpu  | [400] validation_0-mae:0.95692
daycon-xgb-gpu  | [500] validation_0-mae:0.94129
daycon-xgb-gpu  | [600] validation_0-mae:0.93390
daycon-xgb-gpu  | [700] validation_0-mae:0.92998
daycon-xgb-gpu  | [800] validation_0-mae:0.92790
daycon-xgb-gpu  | [900] validation_0-mae:0.92692
daycon-xgb-gpu  | [1000]        validation_0-mae:0.92605
daycon-xgb-gpu  | [1100]        validation_0-mae:0.92567
daycon-xgb-gpu  | [1200]        validation_0-mae:0.92529
daycon-xgb-gpu  | [1300]        validation_0-mae:0.92525
daycon-xgb-gpu  | [1400]        validation_0-mae:0.92491
daycon-xgb-gpu  | [1500]        validation_0-mae:0.92457
daycon-xgb-gpu  | [1600]        validation_0-mae:0.92448
daycon-xgb-gpu  | [1700]        validation_0-mae:0.92415
daycon-xgb-gpu  | [1800]        validation_0-mae:0.92394
daycon-xgb-gpu  | [1900]        validation_0-mae:0.92381
daycon-xgb-gpu  | [2000]        validation_0-mae:0.92357
daycon-xgb-gpu  | [2100]        validation_0-mae:0.92342
daycon-xgb-gpu  | [2200]        validation_0-mae:0.92323
daycon-xgb-gpu  | [2300]        validation_0-mae:0.92311
daycon-xgb-gpu  | [2397]        validation_0-mae:0.92317
daycon-xgb-gpu  |   Fold 1 MAE: 8.549920
daycon-xgb-gpu  | [0]   validation_0-mae:1.71699
daycon-xgb-gpu  | [100] validation_0-mae:1.28606
daycon-xgb-gpu  | [200] validation_0-mae:1.07850
daycon-xgb-gpu  | [300] validation_0-mae:0.99101
daycon-xgb-gpu  | [400] validation_0-mae:0.95486
daycon-xgb-gpu  | [500] validation_0-mae:0.93935
daycon-xgb-gpu  | [600] validation_0-mae:0.93254
daycon-xgb-gpu  | [700] validation_0-mae:0.92885
daycon-xgb-gpu  | [800] validation_0-mae:0.92726
daycon-xgb-gpu  | [900] validation_0-mae:0.92645
daycon-xgb-gpu  | [1000]        validation_0-mae:0.92580
daycon-xgb-gpu  | [1100]        validation_0-mae:0.92536
daycon-xgb-gpu  | [1200]        validation_0-mae:0.92506
daycon-xgb-gpu  | [1300]        validation_0-mae:0.92484
daycon-xgb-gpu  | [1400]        validation_0-mae:0.92454
daycon-xgb-gpu  | [1500]        validation_0-mae:0.92426
daycon-xgb-gpu  | [1600]        validation_0-mae:0.92424
daycon-xgb-gpu  | [1700]        validation_0-mae:0.92416
daycon-xgb-gpu  | [1800]        validation_0-mae:0.92391
daycon-xgb-gpu  | [1900]        validation_0-mae:0.92388
daycon-xgb-gpu  | [2000]        validation_0-mae:0.92374
daycon-xgb-gpu  | [2100]        validation_0-mae:0.92367
daycon-xgb-gpu  | [2200]        validation_0-mae:0.92364
daycon-xgb-gpu  | [2300]        validation_0-mae:0.92344
daycon-xgb-gpu  | [2400]        validation_0-mae:0.92335
daycon-xgb-gpu  | [2500]        validation_0-mae:0.92332
daycon-xgb-gpu  | [2600]        validation_0-mae:0.92320
daycon-xgb-gpu  | [2700]        validation_0-mae:0.92312
daycon-xgb-gpu  | [2799]        validation_0-mae:0.92315
daycon-xgb-gpu  |   Fold 2 MAE: 8.758236
daycon-xgb-gpu  | [0]   validation_0-mae:1.71712
daycon-xgb-gpu  | [100] validation_0-mae:1.28793
daycon-xgb-gpu  | [200] validation_0-mae:1.09170
daycon-xgb-gpu  | [300] validation_0-mae:1.00786
daycon-xgb-gpu  | [400] validation_0-mae:0.97284
daycon-xgb-gpu  | [500] validation_0-mae:0.95730
daycon-xgb-gpu  | [600] validation_0-mae:0.95048
daycon-xgb-gpu  | [700] validation_0-mae:0.94721
daycon-xgb-gpu  | [800] validation_0-mae:0.94533
daycon-xgb-gpu  | [900] validation_0-mae:0.94449
daycon-xgb-gpu  | [1000]        validation_0-mae:0.94372
daycon-xgb-gpu  | [1100]        validation_0-mae:0.94344
daycon-xgb-gpu  | [1200]        validation_0-mae:0.94318
daycon-xgb-gpu  | [1300]        validation_0-mae:0.94292
daycon-xgb-gpu  | [1400]        validation_0-mae:0.94257
daycon-xgb-gpu  | [1500]        validation_0-mae:0.94243
daycon-xgb-gpu  | [1600]        validation_0-mae:0.94217
daycon-xgb-gpu  | [1700]        validation_0-mae:0.94193
daycon-xgb-gpu  | [1800]        validation_0-mae:0.94186
daycon-xgb-gpu  | [1840]        validation_0-mae:0.94185
daycon-xgb-gpu  |   Fold 3 MAE: 8.991277
daycon-xgb-gpu  | [0]   validation_0-mae:1.72835
daycon-xgb-gpu  | [100] validation_0-mae:1.29410
daycon-xgb-gpu  | [200] validation_0-mae:1.09261
daycon-xgb-gpu  | [300] validation_0-mae:1.01075
daycon-xgb-gpu  | [400] validation_0-mae:0.97846
daycon-xgb-gpu  | [500] validation_0-mae:0.96538
daycon-xgb-gpu  | [600] validation_0-mae:0.95968
daycon-xgb-gpu  | [700] validation_0-mae:0.95669
daycon-xgb-gpu  | [800] validation_0-mae:0.95511
daycon-xgb-gpu  | [900] validation_0-mae:0.95423
daycon-xgb-gpu  | [1000]        validation_0-mae:0.95407
daycon-xgb-gpu  | [1100]        validation_0-mae:0.95393
daycon-xgb-gpu  | [1200]        validation_0-mae:0.95345
daycon-xgb-gpu  | [1300]        validation_0-mae:0.95309
daycon-xgb-gpu  | [1400]        validation_0-mae:0.95265
daycon-xgb-gpu  | [1500]        validation_0-mae:0.95242
daycon-xgb-gpu  | [1600]        validation_0-mae:0.95218
daycon-xgb-gpu  | [1700]        validation_0-mae:0.95207
daycon-xgb-gpu  | [1770]        validation_0-mae:0.95207
daycon-xgb-gpu  |   Fold 4 MAE: 9.038043
daycon-xgb-gpu  | [0]   validation_0-mae:1.73958
daycon-xgb-gpu  | [100] validation_0-mae:1.30656
daycon-xgb-gpu  | [200] validation_0-mae:1.10396
daycon-xgb-gpu  | [300] validation_0-mae:1.01723
daycon-xgb-gpu  | [400] validation_0-mae:0.98178
daycon-xgb-gpu  | [500] validation_0-mae:0.96698
daycon-xgb-gpu  | [600] validation_0-mae:0.96001
daycon-xgb-gpu  | [700] validation_0-mae:0.95596
daycon-xgb-gpu  | [800] validation_0-mae:0.95336
daycon-xgb-gpu  | [900] validation_0-mae:0.95206
daycon-xgb-gpu  | [1000]        validation_0-mae:0.95127
daycon-xgb-gpu  | [1100]        validation_0-mae:0.95070
daycon-xgb-gpu  | [1200]        validation_0-mae:0.95022
daycon-xgb-gpu  | [1300]        validation_0-mae:0.94975
daycon-xgb-gpu  | [1400]        validation_0-mae:0.94921
daycon-xgb-gpu  | [1500]        validation_0-mae:0.94865
daycon-xgb-gpu  | [1600]        validation_0-mae:0.94828
daycon-xgb-gpu  | [1700]        validation_0-mae:0.94795
daycon-xgb-gpu  | [1800]        validation_0-mae:0.94760
daycon-xgb-gpu  | [1900]        validation_0-mae:0.94738
daycon-xgb-gpu  | [2000]        validation_0-mae:0.94699
daycon-xgb-gpu  | [2100]        validation_0-mae:0.94679
daycon-xgb-gpu  | [2200]        validation_0-mae:0.94658
daycon-xgb-gpu  | [2300]        validation_0-mae:0.94632
daycon-xgb-gpu  | [2400]        validation_0-mae:0.94612
daycon-xgb-gpu  | [2500]        validation_0-mae:0.94588
daycon-xgb-gpu  | [2600]        validation_0-mae:0.94577
daycon-xgb-gpu  | [2700]        validation_0-mae:0.94569
daycon-xgb-gpu  | [2800]        validation_0-mae:0.94549
daycon-xgb-gpu  | [2900]        validation_0-mae:0.94537
daycon-xgb-gpu  | [3000]        validation_0-mae:0.94535
daycon-xgb-gpu  | [3100]        validation_0-mae:0.94538
daycon-xgb-gpu  | [3141]        validation_0-mae:0.94536
daycon-xgb-gpu  |   Fold 5 MAE: 9.057151
daycon-xgb-gpu  |   CV MAE: 8.878926  RMSE: 22.675581
daycon-xgb-gpu  | 
daycon-xgb-gpu  |   [Seed 456] CV MAE: 8.878926
daycon-xgb-gpu  | XGB Ensemble CV MAE: 8.876165
daycon-xgb-gpu  | 
daycon-xgb-gpu  | ==============================
daycon-xgb-gpu  | LightGBM Final CV (3-seed ensemble)
daycon-xgb-gpu  | ==============================
daycon-xgb-gpu  |   Fold 1 MAE: 8.532616
daycon-xgb-gpu  |   Fold 2 MAE: 8.733483
daycon-xgb-gpu  |   Fold 3 MAE: 8.989176
daycon-xgb-gpu  |   Fold 4 MAE: 9.024391
daycon-xgb-gpu  |   Fold 5 MAE: 9.049781
daycon-xgb-gpu  |   CV MAE: 8.865889  RMSE: 22.649294
daycon-xgb-gpu  | 
daycon-xgb-gpu  |   [Seed 42] CV MAE: 8.865889
daycon-xgb-gpu  |   Fold 1 MAE: 8.526813
daycon-xgb-gpu  |   Fold 2 MAE: 8.750103
daycon-xgb-gpu  |   Fold 3 MAE: 8.991591
daycon-xgb-gpu  |   Fold 4 MAE: 9.023913
daycon-xgb-gpu  |   Fold 5 MAE: 9.055318
daycon-xgb-gpu  |   CV MAE: 8.869548  RMSE: 22.712377
daycon-xgb-gpu  | 
daycon-xgb-gpu  |   [Seed 123] CV MAE: 8.869548
daycon-xgb-gpu  |   Fold 1 MAE: 8.518774
daycon-xgb-gpu  |   Fold 2 MAE: 8.754478
daycon-xgb-gpu  |   Fold 3 MAE: 8.989485
daycon-xgb-gpu  |   Fold 4 MAE: 9.033062
daycon-xgb-gpu  |   Fold 5 MAE: 9.050164
daycon-xgb-gpu  |   CV MAE: 8.869192  RMSE: 22.710554
daycon-xgb-gpu  | 
daycon-xgb-gpu  |   [Seed 456] CV MAE: 8.869192
daycon-xgb-gpu  | LGB Ensemble CV MAE: 8.863215
daycon-xgb-gpu  | XGB CV MAE : 8.876165
daycon-xgb-gpu  | LGB CV MAE : 8.863215
daycon-xgb-gpu  | CAT CV MAE : inf
daycon-xgb-gpu  | Optimal weights: XGB=0.10 LGB=0.90
daycon-xgb-gpu  | Blend CV MAE: 8.863057
daycon-xgb-gpu  | 
daycon-xgb-gpu  | === Pseudo-labeling Retraining ===
daycon-xgb-gpu  | XGB retrain on augmented data...
daycon-xgb-gpu  |   XGB aug MAE (pseudo check): 5.9615
daycon-xgb-gpu  | LGB retrain on augmented data...
daycon-xgb-gpu  |   LGB aug MAE (pseudo check): 4.7662
daycon-xgb-gpu  | 
daycon-xgb-gpu  | === Pseudo-labeling Round 2 ===
daycon-xgb-gpu  | XGB retrain round 2...
daycon-xgb-gpu  |   XGB aug2 MAE (pseudo check): 5.9720
daycon-xgb-gpu  | LGB retrain round 2...
daycon-xgb-gpu  |   LGB aug2 MAE (pseudo check): 4.7458
daycon-xgb-gpu  | Pseudo-labeling round 2 complete → final_pred updated
daycon-xgb-gpu  | 
daycon-xgb-gpu  | Top 20 XGB features:
daycon-xgb-gpu  |                       feature  importance
daycon-xgb-gpu  |   scene_congestion_score_mean    0.092558
daycon-xgb-gpu  |      availability_ratio_log1p    0.049334
daycon-xgb-gpu  |   scene_max_zone_density_mean    0.039316
daycon-xgb-gpu  | scene_near_collision_15m_mean    0.031177
daycon-xgb-gpu  |   scene_blocked_path_15m_mean    0.024576
daycon-xgb-gpu  |         availability_ratio_sq    0.023188
daycon-xgb-gpu  |        availability_ratio_inv    0.022439
daycon-xgb-gpu  | scene_charging_ratio_raw_mean    0.021385
daycon-xgb-gpu  |  scene_near_collision_15m_std    0.021022
daycon-xgb-gpu  |  scene_low_battery_ratio_mean    0.019269
daycon-xgb-gpu  |            availability_ratio    0.017922
daycon-xgb-gpu  |        order_per_pack_station    0.017911
daycon-xgb-gpu  |              pack_utilization    0.014581
daycon-xgb-gpu  |          charging_ratio_log1p    0.014121
daycon-xgb-gpu  |    scene_blocked_path_15m_std    0.014115
daycon-xgb-gpu  |     charging_x_layout_density    0.011690
daycon-xgb-gpu  |           charging_ratio_cube    0.009250
daycon-xgb-gpu  |             charging_ratio_sq    0.008525
daycon-xgb-gpu  |                charging_ratio    0.008414
daycon-xgb-gpu  |            charging_ratio_raw    0.008247
daycon-xgb-gpu  | 
daycon-xgb-gpu  | Top 20 LGB features:
daycon-xgb-gpu  |                       feature  importance
daycon-xgb-gpu  |                   scenario_id 8364.866667
daycon-xgb-gpu  |                 te__layout_id 7391.800000
daycon-xgb-gpu  |   scene_order_inflow_15m_mean 6553.200000
daycon-xgb-gpu  |   scene_avg_trip_distance_std 6384.666667
daycon-xgb-gpu  |  scene_avg_trip_distance_mean 6369.466667
daycon-xgb-gpu  | scene_avg_trip_distance_range 6356.866667
daycon-xgb-gpu  |    scene_order_inflow_15m_std 6290.266667
daycon-xgb-gpu  |    scene_order_inflow_15m_min 6084.066667
daycon-xgb-gpu  |  scene_robot_utilization_mean 6002.133333
daycon-xgb-gpu  |   scene_avg_trip_distance_max 5982.866667
daycon-xgb-gpu  |               zone_dispersion 5958.866667
daycon-xgb-gpu  |    scene_order_inflow_15m_max 5832.933333
daycon-xgb-gpu  |  scene_order_inflow_15m_range 5829.333333
daycon-xgb-gpu  |   scene_robot_utilization_max 5779.666667
daycon-xgb-gpu  |   scene_max_zone_density_mean 5701.400000
daycon-xgb-gpu  |   scene_avg_trip_distance_min 5697.266667
daycon-xgb-gpu  |            layout_compactness 5605.733333
daycon-xgb-gpu  |   scene_robot_utilization_std 5570.733333
daycon-xgb-gpu  |                     layout_id 5443.466667
daycon-xgb-gpu  |   scene_robot_utilization_min 5420.333333
daycon-xgb-gpu  | 
daycon-xgb-gpu  | Top 10 worst layouts (blend):
daycon-xgb-gpu  | layout_id
daycon-xgb-gpu  | WH_073    33.417927
daycon-xgb-gpu  | WH_051    33.347084
daycon-xgb-gpu  | WH_217    32.545095
daycon-xgb-gpu  | WH_049    32.381580
daycon-xgb-gpu  | WH_098    29.804697
daycon-xgb-gpu  | WH_140    29.373299
daycon-xgb-gpu  | WH_291    29.100504
daycon-xgb-gpu  | WH_185    28.860819
daycon-xgb-gpu  | WH_209    26.657281
daycon-xgb-gpu  | WH_058    26.292644
daycon-xgb-gpu  | Name: abs_err, dtype: float64
daycon-xgb-gpu  | 
daycon-xgb-gpu  | Saved: submission_ensemble_v15.csv
daycon-xgb-gpu  | Saved: oof_ensemble_v15.csv
daycon-xgb-gpu  | Saved: feature_importance_xgb_v15.csv
daycon-xgb-gpu  | Saved: feature_importance_lgb_v15.csv
daycon-xgb-gpu  | 
daycon-xgb-gpu  | === Sanity Check ===
daycon-xgb-gpu  | y_raw            min=0.000  mean=18.962  max=715.858  nan=0
daycon-xgb-gpu  | xgb_oof          min=0.000  mean=15.273  max=101.716  nan=0
daycon-xgb-gpu  | lgb_oof          min=0.000  mean=15.222  max=111.701  nan=0
daycon-xgb-gpu  | cat_oof          min=0.000  mean=0.000  max=0.000  nan=0
daycon-xgb-gpu  | final_pred       min=0.020  mean=18.479  max=76.425  nan=0
