daycon-xgb-gpu  | ==========
daycon-xgb-gpu  | == CUDA ==
daycon-xgb-gpu  | ==========
daycon-xgb-gpu  | 
daycon-xgb-gpu  | CUDA Version 12.8.1
daycon-xgb-gpu  | 
daycon-xgb-gpu  | Container image Copyright (c) 2016-2023, NVIDIA CORPORATION & AFFILIATES. All rights reserved.
daycon-xgb-gpu  | 
daycon-xgb-gpu  | This container image and its contents are governed by the NVIDIA Deep Learning Container License.
daycon-xgb-gpu  | By pulling and using the container, you accept the terms and conditions of this license:
daycon-xgb-gpu  | https://developer.nvidia.com/ngc/nvidia-deep-learning-container-license
daycon-xgb-gpu  | 
daycon-xgb-gpu  | A copy of this license is made available in this container at /NGC-DL-CONTAINER-LICENSE for your convenience.
daycon-xgb-gpu  | 
daycon-xgb-gpu  | CatBoost not installed — skipping CAT model
daycon-xgb-gpu  | train (250000, 108), test (50000, 107)
daycon-xgb-gpu  | Layout clusters: 20 clusters for 300 layouts
daycon-xgb-gpu  | Scenario context features added: ~60
daycon-xgb-gpu  | Timeslot rank features added
daycon-xgb-gpu  | after FE: train (250000, 249), test (50000, 248)
daycon-xgb-gpu  | features: 247
daycon-xgb-gpu  | features after TE: 253
daycon-xgb-gpu  | encoded cat cols: ['layout_id', 'scenario_id', 'layout_type', 'layout_cluster']
daycon-xgb-gpu  | 
daycon-xgb-gpu  | === XGBoost Optuna ===
daycon-xgb-gpu  |   Trial   0 | MAE=8.906548 | best=8.906548
daycon-xgb-gpu  |   scene_robot_utilization_std      6190.4
daycon-xgb-gpu  |   scene_robot_utilization_max      6150.0
daycon-xgb-gpu  |                floor_area_sqm      6051.2
daycon-xgb-gpu  |   scene_avg_trip_distance_max      6045.6
daycon-xgb-gpu  | scene_robot_utilization_range      5948.6
daycon-xgb-gpu  |   scene_robot_utilization_min      5905.0
daycon-xgb-gpu  | 
daycon-xgb-gpu  | Top 10 worst layouts (blend):
daycon-xgb-gpu  | layout_id
daycon-xgb-gpu  | WH_073    33.435845
daycon-xgb-gpu  | WH_051    33.351309
daycon-xgb-gpu  | WH_217    32.590648
daycon-xgb-gpu  | WH_049    32.362009
daycon-xgb-gpu  | WH_098    29.776852
daycon-xgb-gpu  | WH_140    29.324105
daycon-xgb-gpu  | WH_291    29.078553
daycon-xgb-gpu  | WH_185    28.891384
daycon-xgb-gpu  | WH_209    26.586645
daycon-xgb-gpu  | WH_058    26.260559
daycon-xgb-gpu  | Name: abs_err, dtype: float64
daycon-xgb-gpu  | 
daycon-xgb-gpu  | Saved: submission_ensemble_v12.csv
daycon-xgb-gpu  | Saved: oof_ensemble_v12.csv
daycon-xgb-gpu  | Saved: feature_importance_xgb_v12.csv
daycon-xgb-gpu  | Saved: feature_importance_lgb_v12.csv
daycon-xgb-gpu  | 
daycon-xgb-gpu  | === Sanity Check ===
daycon-xgb-gpu  | y_raw            min=0.000  mean=18.962  max=715.858  nan=0
daycon-xgb-gpu  | xgb_oof          min=0.000  mean=15.280  max=104.568  nan=0
daycon-xgb-gpu  | lgb_oof          min=0.000  mean=15.287  max=117.856  nan=0
daycon-xgb-gpu  | cat_oof          min=0.000  mean=0.000  max=0.000  nan=0
daycon-xgb-gpu  | final_pred       min=0.045  mean=18.575  max=73.325  nan=0
